source,target,source_label,type,target_label
UBERON:0004804,UBERON:0003889,oviduct epithelium,part of,fallopian tube
UBERON:0004805,UBERON:0000998,seminal vesicle epithelium,part of,seminal vesicle
UBERON:0004809,UBERON:0001044,salivary gland epithelium,part of,saliva-secreting gland
UBERON:0004810,UBERON:0001231,nephron tubule epithelium,part of,nephron tubule
UBERON:0004813,UBERON:0001343,seminiferous tubule epithelium,part of,seminiferous tubule of testis
UBERON:0004821,UBERON:0004894,pulmonary alveolus epithelium,part of,alveolar wall
UBERON:0004822,UBERON:0003703,extrahepatic bile duct epithelium,part of,extrahepatic bile duct
UBERON:0004823,UBERON:0003704,intrahepatic bile duct epithelium,part of,intrahepatic bile duct
UBERON:0004872,UBERON:0003081,splanchnic layer of lateral plate mesoderm,part of,lateral plate mesoderm
UBERON:0004880,UBERON:0003068,chordamesoderm,part of,axial mesoderm
UBERON:0004997,UBERON:0001165,mucosa of pyloric antrum,part of,pyloric antrum
UBERON:0004997,UBERON:0004998,mucosa of pyloric antrum,part of,mucosa of pylorus
UBERON:0008861,UBERON:0004998,pyloric gastric gland,part of,mucosa of pylorus
UBERON:0005096,UBERON:0004136,descending thin limb,part of,intermediate tubule
UBERON:0005101,UBERON:0001292,early distal convoluted tubule,part of,distal convoluted tubule
UBERON:0005102,UBERON:0001292,late distal convoluted tubule,part of,distal convoluted tubule
UBERON:0005211,UBERON:0005215,renal medulla interstitium,part of,kidney interstitium
UBERON:0005270,UBERON:0005215,renal cortex interstitium,part of,kidney interstitium
UBERON:0005212,UBERON:0000473,Leydig cell region of testis,part of,testis
UBERON:0005213,UBERON:0005211,outer renal medulla interstitium,part of,renal medulla interstitium
UBERON:0005214,UBERON:0005211,inner renal medulla interstitium,part of,renal medulla interstitium
UBERON:0005310,UBERON:0005309,pronephric nephron tubule,part of,pronephric nephron
UBERON:0005317,UBERON:0002012,pulmonary artery endothelium,part of,pulmonary artery
UBERON:0005384,UBERON:0001826,nasal cavity epithelium,part of,nasal cavity mucosa
UBERON:0005385,UBERON:0015786,nasal cavity respiratory epithelium,part of,respiratory segment of nasal mucosa
UBERON:0005388,UBERON:0000970,photoreceptor array,part of,eye
UBERON:0005637,UBERON:0001166,pyloric region epithelium,part of,pylorus
UBERON:0005750,UBERON:0001230,glomerular parietal epithelium,part of,glomerular capsule
UBERON:0005751,UBERON:0001230,glomerular visceral epithelium,part of,glomerular capsule
UBERON:0005933,UBERON:0005932,hair root sheath,part of,bulb of hair follicle
UBERON:0006004,UBERON:0005932,hair follicle matrix region,part of,bulb of hair follicle
UBERON:0005969,UBERON:0003956,eye trabecular meshwork,part of,aqueous drainage system
UBERON:0006376,UBERON:0006541,premacula segment of distal straight tubule,part of,outer medulla inner stripe loop of Henle
UBERON:0006376,UBERON:0001291,premacula segment of distal straight tubule,part of,thick ascending limb of loop of Henle
UBERON:0006854,UBERON:0001291,distal straight tubule postmacula segment,part of,thick ascending limb of loop of Henle
UBERON:0006854,UBERON:0006853,distal straight tubule postmacula segment,part of,renal cortex tubule
UBERON:0006935,UBERON:0004721,crista ampullaris neuroepithelium,part of,crista ampullaris
UBERON:0006936,UBERON:0002122,thymus subcapsular epithelium,part of,capsule of thymus
UBERON:0006964,UBERON:0002196,pars distalis of adenohypophysis,part of,adenohypophysis
UBERON:0007177,UBERON:0000317,lamina propria of mucosa of colon,part of,colonic mucosa
UBERON:0013485,UBERON:0000317,crypt of Lieberkuhn of colon,part of,colonic mucosa
UBERON:0007196,UBERON:0001558,tracheobronchial tree,part of,lower respiratory tract
UBERON:0008266,UBERON:0001758,periodontal ligament,part of,periodontium
UBERON:0008305,UBERON:0002222,outer fibrous layer of perichondrium,part of,perichondrium
UBERON:0008339,UBERON:8410081,microvascular endothelium,part of,blood microvessel
UBERON:0008345,UBERON:0008344,ileal epithelium,part of,intestinal villus of ileum
UBERON:0008346,UBERON:0008342,duodenal epithelium,part of,intestinal villus of duodenum
UBERON:0008859,UBERON:0004996,cardiac gastric gland,part of,mucosa of cardia of stomach
UBERON:0008904,UBERON:0010202,neuromast,part of,lateral line
UBERON:0008906,UBERON:0002540,lateral line nerve,part of,lateral line system
UBERON:0009015,UBERON:0008231,upper back skin,part of,dorsal thoracic segment of trunk
UBERON:0009039,UBERON:0010753,lymph node germinal center,part of,lymph node secondary follicle
UBERON:0010420,UBERON:0010753,lymph node germinal center mantle zone,part of,lymph node secondary follicle
UBERON:0009089,UBERON:0004776,inner medulla vasa recta descending limb,part of,inner renal medulla vasa recta
UBERON:0009092,UBERON:0004776,inner medulla vasa recta ascending limb,part of,inner renal medulla vasa recta
UBERON:0009090,UBERON:0004775,outer medulla vasa recta descending limb,part of,outer renal medulla vasa recta
UBERON:0009093,UBERON:0004775,outer medulla vasa recta ascending limb,part of,outer renal medulla vasa recta
UBERON:0009091,UBERON:0004726,vasa recta ascending limb,part of,vasa recta
UBERON:0009202,UBERON:0004726,vasa recta descending limb,part of,vasa recta
UBERON:0009095,UBERON:0001228,tip of renal papilla,part of,renal papilla
UBERON:0009697,UBERON:0004989,epithelium of appendix,part of,mucosa of appendix
UBERON:0013486,UBERON:0004989,crypt of Lieberkuhn of appendix,part of,mucosa of appendix
UBERON:0009744,UBERON:0002007,lymph node medullary sinus,part of,medulla of lymph node
UBERON:0009842,UBERON:0002530,glandular acinus,part of,gland
UBERON:0009859,UBERON:0002495,endosteum,part of,long bone
UBERON:0009882,UBERON:0000159,anal column,part of,anal canal
UBERON:0009970,UBERON:0007329,epithelium of pancreatic duct,part of,pancreatic duct
UBERON:0010005,UBERON:0003946,placental labyrinth villous,part of,placenta labyrinth
UBERON:0010417,UBERON:0002006,lymph node T cell domain,part of,cortex of lymph node
UBERON:8410072,UBERON:0002006,subcapsular sinus floor,part of,cortex of lymph node
UBERON:0010523,UBERON:0002049,microcirculatory vessel,part of,vasculature
UBERON:0011184,UBERON:0001983,epithelium of crypt of Lieberkuhn,part of,crypt of Lieberkuhn
UBERON:0011197,UBERON:0001132,parathyroid epithelium,part of,parathyroid gland
UBERON:0011949,UBERON:0004811,endometrium luminal epithelium,part of,endometrium epithelium
UBERON:0012276,UBERON:0004811,endometrium glandular epithelium,part of,endometrium epithelium
UBERON:0012168,UBERON:0000323,umbilical cord blood,part of,late embryo
UBERON:0012279,UBERON:0010074,chromaffin paraganglion,part of,chromaffin system
UBERON:0012398,UBERON:0004220,large intestine smooth muscle circular layer,part of,large intestine smooth muscle
UBERON:0012399,UBERON:0004220,large intestine smooth muscle longitudinal layer,part of,large intestine smooth muscle
UBERON:0012419,UBERON:0011198,taenia coli,part of,muscle layer of large intestine
UBERON:0013636,UBERON:0001213,epithelium of intestinal villus,part of,intestinal villus
UBERON:0013636,UBERON:0001902,epithelium of intestinal villus,part of,epithelium of small intestine
UBERON:0013696,UBERON:0002372,tonsil epithelium,part of,tonsil
UBERON:0013697,UBERON:0000017,exocrine pancreas epithelium,part of,exocrine pancreas
UBERON:0014451,UBERON:0014389,tongue taste bud,part of,gustatory papilla of tongue
UBERON:0022281,UBERON:0001984,epithelium of crypt of Lieberkuhn of large intestine,part of,crypt of Lieberkuhn of large intestine
UBERON:1000021,UBERON:0001456,skin of face,part of,face
UBERON:2000175,UBERON:2001471,posterior lateral line nerve,part of,posterior lateral line system
UBERON:2000425,UBERON:2001468,anterior lateral line nerve,part of,anterior lateral line system
UBERON:2001470,UBERON:2001468,anterior lateral line,part of,anterior lateral line system
UBERON:8300000,UBERON:0000403,skin of scalp,part of,scalp
UBERON:8410003,UBERON:0002394,ductal plate,part of,bile duct
UBERON:8410052,UBERON:0009039,lymph node germinal center light zone,part of,lymph node germinal center
UBERON:8410053,UBERON:0009039,lymph node germinal center dark zone,part of,lymph node germinal center
UBERON:8410066,UBERON:0010417,lymph node paracortex,part of,lymph node T cell domain
UBERON:8410071,UBERON:0002194,subcapsular sinus ceiling,part of,capsule of lymph node
UBERON:8410077,UBERON:0000065,airway submucosal gland,part of,respiratory tract
UBERON:8600001,UBERON:8600000,epithelium of lobular bronchiole,part of,lobular bronchiole
CL:0000001,CL:0000010,primary cultured cell,is a,cultured cell
CL:0000003,CL:0000000,native cell,is a,cell
CL:0000005,CL:0000057,fibroblast neural crest derived,is a,fibroblast
CL:0000006,CL:0000101,neuronal receptor cell,is a,sensory neuron
CL:0000006,CL:0000197,neuronal receptor cell,is a,sensory receptor cell
CL:0000007,CL:0002321,early embryonic cell (metazoa),is a,embryonic cell (metazoa)
CL:0000008,CL:0000333,migratory cranial neural crest cell,is a,migratory neural crest cell
CL:0000010,CL:0000578,cultured cell,is a,experimentally modified cell in vitro
CL:0000011,CL:0000333,migratory trunk neural crest cell,is a,migratory neural crest cell
CL:0000014,CL:0000034,germ line stem cell,is a,stem cell
CL:0000014,CL:0000039,germ line stem cell,is a,germ line cell
CL:0000015,CL:0000586,male germ cell,is a,germ cell
CL:0000016,CL:0000014,male germ line stem cell,is a,germ line stem cell
CL:0000016,CL:0000015,male germ line stem cell,is a,male germ cell
CL:0000017,CL:0000015,spermatocyte,is a,male germ cell
CL:0000017,CL:0000548,spermatocyte,is a,animal cell
CL:0000018,CL:0000015,spermatid,is a,male germ cell
CL:0000018,CL:0000413,spermatid,is a,haploid cell
CL:0000018,CL:0000548,spermatid,is a,animal cell
CL:0000019,CL:0000408,sperm,is a,male gamete
CL:0000020,CL:0000015,spermatogonium,is a,male germ cell
CL:0000020,CL:0000548,spermatogonium,is a,animal cell
CL:0000021,CL:0000586,female germ cell,is a,germ cell
CL:0000022,CL:0000014,female germ line stem cell,is a,germ line stem cell
CL:0000022,CL:0000021,female germ line stem cell,is a,female germ cell
CL:0000023,CL:0000021,oocyte,is a,female germ cell
CL:0000023,CL:0000548,oocyte,is a,animal cell
CL:0000024,CL:0000021,oogonial cell,is a,female germ cell
CL:0000024,CL:0000548,oogonial cell,is a,animal cell
CL:0000025,CL:0000548,egg cell,is a,animal cell
CL:0000025,CL:0000675,egg cell,is a,female gamete
CL:0000026,CL:0000412,invertebrate nurse cell,is a,polyploid cell
CL:0000026,CL:4029002,invertebrate nurse cell,is a,germline-derived nurse cell
CL:0000027,CL:0000192,smooth muscle cell neural crest derived,is a,smooth muscle cell
CL:0000028,CL:0000540,CNS neuron (sensu Nematoda and Protostomia),is a,neuron
CL:0000029,CL:0000540,neural crest derived neuron,is a,neuron
CL:0000030,CL:0000055,glioblast,is a,non-terminally differentiated cell
CL:0000030,CL:0000548,glioblast,is a,animal cell
CL:0000031,CL:0000055,neuroblast (sensu Vertebrata),is a,non-terminally differentiated cell
CL:0000031,CL:0000548,neuroblast (sensu Vertebrata),is a,animal cell
CL:0000032,CL:0002321,neuroplacodal cell,is a,embryonic cell (metazoa)
CL:0000033,CL:0000152,apocrine cell,is a,exocrine cell
CL:0000034,CL:0000548,stem cell,is a,animal cell
CL:0000034,CL:0011115,stem cell,is a,precursor cell
CL:0000035,CL:0000723,single fate stem cell,is a,somatic stem cell
CL:0000036,CL:0000035,epithelial fate stem cell,is a,single fate stem cell
CL:0000037,CL:0000723,hematopoietic stem cell,is a,somatic stem cell
CL:0000037,CL:0008001,hematopoietic stem cell,is a,hematopoietic precursor cell
CL:0000037,CL:0011026,hematopoietic stem cell,is a,progenitor cell
CL:0000038,CL:0000764,erythroid progenitor cell,is a,erythroid lineage cell
CL:0000038,CL:0000839,erythroid progenitor cell,is a,myeloid lineage restricted progenitor cell
CL:0000039,CL:0000003,germ line cell,is a,native cell
CL:0000040,CL:0000763,monoblast,is a,myeloid cell
CL:0000040,CL:0002194,monoblast,is a,monopoietic cell
CL:0000041,CL:0000145,mature eosinophil,is a,professional antigen presenting cell
CL:0000041,CL:0000771,mature eosinophil,is a,eosinophil
CL:0000042,CL:0000834,neutrophilic myeloblast,is a,neutrophil progenitor cell
CL:0000042,CL:0000835,neutrophilic myeloblast,is a,myeloblast
CL:0000043,CL:0000767,mature basophil,is a,basophil
CL:0000043,CL:0002274,mature basophil,is a,histamine secreting cell
CL:0000047,CL:0002319,neural stem cell,is a,neural cell
CL:0000048,CL:0000034,multi fate stem cell,is a,stem cell
CL:0000048,CL:0002371,multi fate stem cell,is a,somatic cell
CL:0000049,CL:0002032,common myeloid progenitor,is a,hematopoietic oligopotent progenitor cell
CL:0000050,CL:0000763,megakaryocyte-erythroid progenitor cell,is a,myeloid cell
CL:0000050,CL:0011026,megakaryocyte-erythroid progenitor cell,is a,progenitor cell
CL:0000050,CL:0002032,megakaryocyte-erythroid progenitor cell,is a,hematopoietic oligopotent progenitor cell
CL:0000051,CL:0011026,common lymphoid progenitor,is a,progenitor cell
CL:0000051,CL:0002032,common lymphoid progenitor,is a,hematopoietic oligopotent progenitor cell
CL:0000052,CL:0000723,totipotent stem cell,is a,somatic stem cell
CL:0000054,CL:0000151,bone matrix secreting cell,is a,secretory cell
CL:0000055,CL:0011115,non-terminally differentiated cell,is a,precursor cell
CL:0000056,CL:0000680,myoblast,is a,muscle precursor cell
CL:0000057,CL:0002320,fibroblast,is a,connective tissue cell
CL:0000058,CL:0000055,chondroblast,is a,non-terminally differentiated cell
CL:0000058,CL:0002320,chondroblast,is a,connective tissue cell
CL:0000059,CL:0000146,ameloblast,is a,simple columnar epithelial cell
CL:0000059,CL:0000151,ameloblast,is a,secretory cell
CL:0000059,CL:0002077,ameloblast,is a,ecto-epithelial cell
CL:0000060,CL:0000055,odontoblast,is a,non-terminally differentiated cell
CL:0000060,CL:0000710,odontoblast,is a,neurecto-epithelial cell
CL:0000060,CL:0011026,odontoblast,is a,progenitor cell
CL:0000060,CL:0002148,odontoblast,is a,dental pulp cell
CL:0000061,CL:0000151,cementoblast,is a,secretory cell
CL:0000061,CL:0000062,cementoblast,is a,osteoblast
CL:0000062,CL:0000055,osteoblast,is a,non-terminally differentiated cell
CL:0000062,CL:0011026,osteoblast,is a,progenitor cell
CL:0000062,CL:0002320,osteoblast,is a,connective tissue cell
CL:0000064,CL:0000003,ciliated cell,is a,native cell
CL:0000065,CL:0000067,ependymal cell,is a,ciliated epithelial cell
CL:0000065,CL:0000710,ependymal cell,is a,neurecto-epithelial cell
CL:0000066,CL:0000548,epithelial cell,is a,animal cell
CL:0000067,CL:0000066,ciliated epithelial cell,is a,epithelial cell
CL:0000067,CL:0000064,ciliated epithelial cell,is a,ciliated cell
CL:0000068,CL:0000066,duct epithelial cell,is a,epithelial cell
CL:0000068,CL:0002371,duct epithelial cell,is a,somatic cell
CL:0000069,CL:0000068,branched duct epithelial cell,is a,duct epithelial cell
CL:0000071,CL:0000076,blood vessel endothelial cell,is a,squamous epithelial cell
CL:0000071,CL:0002139,blood vessel endothelial cell,is a,endothelial cell of vascular tree
CL:0000072,CL:0000068,non-branched duct epithelial cell,is a,duct epithelial cell
CL:0000072,CL:0002078,non-branched duct epithelial cell,is a,meso-epithelial cell
CL:0000073,CL:0000066,barrier epithelial cell,is a,epithelial cell
CL:0000073,CL:0002371,barrier epithelial cell,is a,somatic cell
CL:0000075,CL:0000066,columnar/cuboidal epithelial cell,is a,epithelial cell
CL:0000075,CL:0002371,columnar/cuboidal epithelial cell,is a,somatic cell
CL:0000076,CL:0000066,squamous epithelial cell,is a,epithelial cell
CL:0000077,CL:0000213,mesothelial cell,is a,lining cell
CL:0000077,CL:0000076,mesothelial cell,is a,squamous epithelial cell
CL:0000077,CL:0002078,mesothelial cell,is a,meso-epithelial cell
CL:0000078,CL:0000076,peridermal cell,is a,squamous epithelial cell
CL:0000078,CL:0002371,peridermal cell,is a,somatic cell
CL:0000079,CL:0000066,stratified epithelial cell,is a,epithelial cell
CL:0000079,CL:0002371,stratified epithelial cell,is a,somatic cell
